"COVID-19_Season","Week_ID","Current_Season_Week_Ending_Label","MMWR_Week_Order","MMWR_Year","MMWR_Week","MMWR_Day","Setting","Doses","Cumulative_Doses","Location_and_Flu_Season_Order","Current_Through","Age_Group"
"2024-2025","2024 Dec 21 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,024","51","6","Combined","170,288","10,720,764","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 07 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,024","49","6","Combined","144,289","7,146,007","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","297,525","5,553,043","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Dec 14 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,024","50","6","Combined","297,249","11,994,152","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","400,489","9,895,589","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 14 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,024","50","6","Combined","268,536","15,140,017","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Dec 14 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,024","50","6","Combined","207,429","10,550,476","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","530,794","14,296,700","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Nov 30 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,024","48","6","Combined","218,926","5,771,969","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Dec 14 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,024","50","6","Combined","134,680","5,883,939","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","1,083,642","25,290,744","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Dec 21 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,024","51","6","Combined","217,077","15,357,094","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Dec 14 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,024","50","6","Combined","119,439","7,265,446","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Dec 21 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,024","51","6","Combined","275,199","12,269,351","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Dec 07 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,024","49","6","Combined","175,669","5,947,638","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","255,324","5,441,001","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Nov 30 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,024","48","6","Combined","256,561","14,553,261","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","242,441","6,887,935","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Nov 23 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,024","47","6","Combined","552,850","10,994,050","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Dec 21 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,024","51","6","Combined","115,070","5,999,009","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Nov 30 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,024","48","6","Combined","377,492","11,371,542","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Nov 30 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,024","48","6","Combined","634,053","25,924,797","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Dec 07 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,024","49","6","Combined","240,141","10,343,047","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 21 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,024","51","6","Combined","95,897","7,361,343","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","9,959","875,913","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","15,743","820,506","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","4,802","629,588","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","9,686","683,246","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","36,345","2,716,738","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","25,429","1,503,756","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","7","Physician Medical Office","10,916","1,212,985","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","34,849","6,771,406","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","83,755","14,238,780","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","124,441","10,915,465","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","208,197","25,154,244","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","70,343","9,925,153","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","71,920","5,537,494","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Pharmacy","52,521","5,377,970","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","39,651","7,400,994","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","264,212","25,418,456","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","79,771","5,617,265","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","121,482","14,360,262","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","142,729","11,058,194","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","62,958","5,440,928","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","94,362","10,019,515","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Pharmacy","53,543","6,824,949","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","58,940","7,459,934","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","95,887","6,453,887","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","105,662","10,906,728","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","134,001","15,585,766","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","302,855","28,173,837","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","72,965","6,134,181","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 04 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,025","1","6","Combined","168,853","12,588,074","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","14,283","901,496","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","11,829","705,082","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","7,743","642,728","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","21,467","858,089","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","17,102","1,242,606","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","50,399","2,805,780","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","7","Physician Medical Office","33,296","1,563,176","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","270,421","25,688,877","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","84,657","5,701,922","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","125,800","14,486,062","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","144,621","11,202,815","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","96,268","10,115,783","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","59,964","5,500,892","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Pharmacy","54,966","6,879,915","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","20,227","878,316","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","13,655","915,151","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","32,112","1,595,288","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","16,495","1,259,101","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","48,607","2,854,387","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","11,885","716,967","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","7","Physician Medical Office","7,677","650,405","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","80,302","10,801,066","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","62,207","6,061,216","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","244,542","27,870,982","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","87,663","6,358,000","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","149,870","12,419,221","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Dec 28 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,024","52","6","Combined","94,671","15,451,765","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","110,551","11,017,279","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","320,820","28,494,657","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","106,124","6,560,011","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","177,917","12,765,991","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","142,902","15,728,668","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","62,709","7,522,643","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 11 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,025","2","6","Combined","71,793","6,205,974","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","67,810","5,769,732","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","111,680","14,597,742","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","229,030","25,917,907","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","50,994","6,930,909","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","117,350","11,320,165","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","81,833","10,197,616","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Pharmacy","49,540","5,550,432","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","88,037","6,648,048","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","95,488","11,112,767","19","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","128,175","15,856,843","19","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","277,637","28,772,294","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","149,462","12,915,453","19","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","61,425","6,267,399","19","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 18 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,025","3","6","Combined","58,671","7,581,314","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","5,101","655,506","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","9,311","726,278","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","10,193","925,344","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","24,404","1,619,692","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","36,046","2,890,433","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","11,643","1,270,744","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","7","Physician Medical Office","15,093","893,409","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","89,671","11,409,836","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","31,355","6,962,264","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","37,338","5,587,770","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","52,332","5,822,064","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","55,731","10,253,347","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","71,472","14,669,214","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Jan 25 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,025","4","6","Pharmacy","161,142","26,079,049","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","5,646","666,798","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","9,312","744,738","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","10,638","945,976","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","16,638","926,153","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","38,549","2,966,423","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","12,599","1,295,530","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Feb 08 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,025","6","7","Physician Medical Office","25,949","1,670,895","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Feb 15 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,025","7","7","Physician Medical Office","8,147","752,885","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Feb 15 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,025","7","7","Physician Medical Office","4,917","671,715","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Feb 15 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,025","7","7","Physician Medical Office","23,380","1,694,275","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","8,988","1,353,122","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","4,972","784,327","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","14,481","1,784,438","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","4,641","692,803","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","9,509","1,000,107","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","6,414","992,661","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","7","Physician Medical Office","23,469","3,137,557","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","11,626","1,796,064","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","14,273","5,768,223","29","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","58,790","7,236,912","29","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","63,949","10,642,545","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","21,702","3,159,259","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","10,076","1,363,198","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","4,884","697,687","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","4,139","788,466","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","6,834","999,495","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","17,497","6,061,309","29","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","116,163","15,255,060","29","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","7","Physician Medical Office","7,487","1,007,594","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","31,770","11,829,534","29","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2025 Mar 22 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,025","12","6","Pharmacy","147,933","27,084,592","29","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2025 Mar 29 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,025","13","6","Pharmacy","122,262","15,377,322","29","2025 Apr 12 12:00:00 AM","65+"
